id,item_name,price,beta_version,ratings,metascore,developer,release_date
761140,lost summoner kitty,$4.99,0,0,0,kotoshiro,2018-01-04
643980,ironbound,,0,2,0,secret level srl,2018-01-04
670290,real pool 3d - poolians,,0,2,0,poolians.com,2017-07-24
767400,u5f39u70b8u4eba2222,$0.99,0,0,0,u5f7cu5cb8u9886u57df,2017-12-07
773570,log challenge,$2.99,0,0,0,nan,
772540,battle royale trainer,$3.99,0,0,0,trickjump games ltd,2018-01-04
774276,snow - all access basic pass,$9.99,0,0,0,poppermost productions,2018-01-04
774277,snow - all access pro pass,$18.99,0,0,0,poppermost productions,2018-01-04
774278,snow - all access legend pass,$29.99,0,0,0,poppermost productions,2018-01-04
768800,race,,0,0,0,rewindapp,2018-01-04
768570,uncanny islands,,1,0,0,qucheza,
724910,icarus six sixty six,,0,0,0,nan,
770380,army of tentacles: (not) a cthulhu dating sim: black goat of the woods edition,$10.99,0,0,0,stegalosaurus game development,2018-01-04
768880,beach rules,$3.99,0,0,0,copperpick studio,2018-01-04
765320,planetarium 2 - zen odyssey,$2.99,0,0,0,ghulam jewel,2018-01-03
773650,the first thrust of god,$1.59,0,0,0,apillo,2018-01-03
774271,snow - starter pack,$14.99,0,0,0,poppermost productions,2018-01-03
773690,the first thrust of god - all aircrafts,$1.99,0,0,0,apillo,2018-01-03
774279,snow - lifetime pack,$59.99,0,0,0,poppermost productions,2018-01-03
772590,after life vr,$4.99,1,0,0,nan,
640250,kitty hawk,$2.99,1,0,0,nan,
768060,the warrior of treasures,$0.99,0,0,0,tero lunkka,2018-01-03
711440,mortars vr,$0.99,1,0,0,nan,
775880,rc plane 3 - canyon scenario,$2.99,0,0,0,frozenpepper,2017-12-22
775881,rc plane 3 - f-53b,$2.99,0,0,0,frozenpepper,2017-12-23
653960,dinoblaster,$4.99,0,0,0,casey labrack,2018-01-03
777910,robotpencil presents: understanding 3d for concept,$4.99,0,0,0,nan,2018-01-03
282010,carmageddon max pack,$9.99,0,3,0,stainless games ltd,1997-06-30
70,half-life,$9.99,0,4,96,valve,1998-11-08
752360,fallen mage,$1.99,0,0,0,dev4play,2016-11-25
594200,dont get hit in the face,$3.99,0,0,0,nan,
520680,lost cities,,0,0,0,blueline games,2018-01-01
690410,twisted enhanced edition,,0,0,0,games by brundle,2018-01-01
766850,vaporwave simulator,$0.99,0,2,0,etggames,2018-01-01
413120,tactics forever,,0,0,0,projectorgames,2018-01-01
773120,christmas santa troubles,,0,0,0,unknown indie devs,2017-12-30
680970,kingdom watcher,,0,0,0,nan,
754360,underdone - soundtrack,$8.99,0,0,0,the commander,2018-01-01
716110,bitcoin clicker,$0.99,0,0,0,lalalazero.urbanoff,2018-01-01
1640,disciples ii: galleans return,$6.99,0,2,84,strategy first,2006-07-06
1630,disciples ii: rise of the elves,$6.99,0,3,80,strategy first,2006-07-06
2400,the ship: murder party,$9.99,0,3,76,outerlight ltd.,2006-07-11
662570,united tactics,,0,0,0,zachary m thomas,
381620,life of rome,,1,0,0,breakout studio,
714020,idle adventure,,1,0,0,zha7.phaedruns.yingke w,
541930,panoptic,,1,0,0,nan,
759920,souland,$7.99,1,0,0,ultraint,2017-12-29
659780,darkness and a crowd,,0,0,0,seth albertus,2018-03-30
603280,tarotica voo doo,$10.99,0,0,0,tpm.co soft works,2017-12-29
753110,chronicles of vinland,$9.99,1,0,0,wonderbox games,2017-12-29
753100,orbitality,$9.99,0,0,0,wonderbox games,2017-12-29
769350,medicalholodeck personal version,$29.99,0,0,0,nan,
764280,atomic adam: episode 1,$1.99,0,0,0,mad unicorn games,2017-12-30
374970,golf masters,,0,0,0,nan,
758550,mirt. tales of the cold land. chapter 2,$0.99,0,0,0,emanon studios,2017-12-29
3800,advent rising,$9.99,0,2,70,glyphx games,2005-08-09
1520,defcon,$9.99,0,3,84,introversion software,2006-09-29
2420,the ship: single player,$9.99,0,0,0,outerlight ltd.,2006-11-20
4000,garrys mod,$9.99,0,4,0,facepunch studios,2006-11-29
4230,race - the wtcc game,$39.99,0,2,0,simbin,2006-11-24
4900,zen of sudok,,0,3,0,unknown worlds entertainment,2006-12-14
2520,gumboy - crazy adventuresu2122,$4.99,0,0,69,cinemax. s.r.o.,2006-12-19
6200,ghost masterxae,$4.99,0,3,81,sick puppies,2003-08-23
6210,vegas: make it bigu2122,$4.99,0,2,0,deepred,2006-12-21
6300,dreamfall: the longest journey,$19.99,0,3,75,funcom,2006-04-17
2990,flatout 2u2122,$9.99,0,3,76,bugbear entertainment,2006-08-01
6220,flatout,$7.49,0,3,72,bugbear entertainment,2005-07-12
6510,lost planetu2122: extreme condition,$14.99,0,2,66,capcom co.. ltd.,2007-06-26
3980,civcity: rome,$9.99,0,2,67,firefly studios.firaxis games,2006-07-24
1700,arx fatalis,$4.99,0,3,77,arkane studios,2002-11-12
6310,the longest journey,$9.99,0,3,91,funcom,2000-11-17
3990,civilization ivxae: warlords,$4.99,0,3,84,firaxis games,2006-07-24
7610,railroad tycoon 3,$9.99,0,2,80,poptop,2003-10-23
7600,sid meiers railroads!,$9.99,0,0,77,firaxis games.feral interactive (mac),2006-10-16
7620,railroad tycoon ii platinum,$4.99,0,3,89,poptop,1998-10-31
2540,rip - trilogyu2122,$4.99,0,0,0,elephant games,2007-06-01
7650,x-com: terror from the deep,$4.99,0,3,0,microprose software. inc,1995-04-01
8000,tomb raider: anniversary,$8.99,0,3,83,crystal dynamics.feral interactive (mac),2007-06-05
6550,devil may cryxae 3 special edition,$19.99,0,0,66,capcom co.. ltd.,2006-05-23
8200,sam & max 101: culture shock,$19.99,0,3,0,telltale games,2006-10-17
2290,final doom,$4.99,0,3,0,id software,1996-06-17
2570,vigil: blood bitternessu2122,,0,-3,61,freegamer,2007-06-29
8210,sam & max 102: situation: comedy,$19.99,0,1,0,telltale games,2006-12-20
2280,ultimate doom,$4.99,0,3,0,id software,1995-04-30
9160,master levels for doom ii,$14.99,0,3,0,id software,1995-06-01
2300,doom ii,$4.99,0,3,83,id software,1994-05-05
2270,wolfenstein 3d,$4.99,0,3,0,id software,1994-08-03
9010,return to castle wolfenstein,$4.99,0,3,88,gray matter studios,2001-11-20
9040,quake mission pack 1: scourge of armagon,$2.99,0,3,0,ritual entertainment,1997-02-28
9000,spear of destiny,$2.99,0,3,0,id software,1993-10-10
3810,bloodrayne,$9.99,0,2,65,terminal reality,2003-09-09
9030,quake mission pack 2: dissolution of eternity,$2.99,0,3,0,rogue entertainment,2007-08-03
2310,quake,$4.99,0,4,94,id software,2007-05-31
3230,genesis rising,$4.99,0,-2,57,metamorf,2007-03-20
9310,warhammerxae 40.000: dawn of warxae u2013 winter assault,$12.99,0,3,0,relic entertainment,2006-01-01
7670,bioshocku2122,$19.99,0,3,96,2k boston.2k australia,2007-08-21
4570,warhammerxae 40.000: dawn of warxae - game of the year edition,$12.99,0,4,86,relic entertainment,2006-01-01
4580,warhammerxae 40.000: dawn of warxae - dark crusade,$12.99,0,4,87,relic entertainment,2006-10-09
4760,rome: total waru2122 - collection,$9.99,0,3,92,the creative assembly,2004-09-22
4770,rome: total waru2122 - alexander,$4.99,0,2,79,the creative assembly,2006-06-26
50970,mystery case files: madame fatexae,$6.99,0,2,0,big fish games,2007-12-14
