item_id,genre_id
491260,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575
39120,081535ac-eb1c-4a37-879c-573fe6e82eaf
310510,1e23ced5-f640-4457-bf0b-643f46c758e1
339860,081535ac-eb1c-4a37-879c-573fe6e82eaf
394360,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575
377040,9c917322-9aa1-4788-ab7d-77e5d58b171e
426290,ff34ceef-0597-4b3e-abb0-95faf96df93e
485160,85c0ac04-9f32-4996-8a0f-c98803bedbd7
349840,7d0a9262-cf64-4af1-a674-d4e8948d8122
346150,85c0ac04-9f32-4996-8a0f-c98803bedbd7
367340,7d0a9262-cf64-4af1-a674-d4e8948d8122
471170,7d0a9262-cf64-4af1-a674-d4e8948d8122
210870,7d0a9262-cf64-4af1-a674-d4e8948d8122
203510,7d0a9262-cf64-4af1-a674-d4e8948d8122
438090,85c0ac04-9f32-4996-8a0f-c98803bedbd7
329430,85c0ac04-9f32-4996-8a0f-c98803bedbd7
330620,7d0a9262-cf64-4af1-a674-d4e8948d8122
428220,7d0a9262-cf64-4af1-a674-d4e8948d8122
368180,21bd5fa6-7c23-4270-b87e-af04e419f079
350210,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575
496500,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575
225320,85c0ac04-9f32-4996-8a0f-c98803bedbd7
281920,718bcd60-1797-491f-817c-e05572f82b53
280520,718bcd60-1797-491f-817c-e05572f82b53
307990,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575
485380,21bd5fa6-7c23-4270-b87e-af04e419f079
358130,21bd5fa6-7c23-4270-b87e-af04e419f079
285670,85c0ac04-9f32-4996-8a0f-c98803bedbd7
218130,ff34ceef-0597-4b3e-abb0-95faf96df93e
3820,85c0ac04-9f32-4996-8a0f-c98803bedbd7
109600,718bcd60-1797-491f-817c-e05572f82b53
302130,718bcd60-1797-491f-817c-e05572f82b53
450030,7d0a9262-cf64-4af1-a674-d4e8948d8122
396650,718bcd60-1797-491f-817c-e05572f82b53
448640,1e23ced5-f640-4457-bf0b-643f46c758e1
384980,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575
354310,ff34ceef-0597-4b3e-abb0-95faf96df93e
444250,ff34ceef-0597-4b3e-abb0-95faf96df93e
207370,85c0ac04-9f32-4996-8a0f-c98803bedbd7
214770,7d0a9262-cf64-4af1-a674-d4e8948d8122
268360,7d0a9262-cf64-4af1-a674-d4e8948d8122
308460,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575
312900,7d0a9262-cf64-4af1-a674-d4e8948d8122
351030,ff34ceef-0597-4b3e-abb0-95faf96df93e
515570,7d0a9262-cf64-4af1-a674-d4e8948d8122
266590,3a0b3916-5cd7-4d1b-8962-79270ec3b670
237870,718bcd60-1797-491f-817c-e05572f82b53
338120,7d0a9262-cf64-4af1-a674-d4e8948d8122
22130,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575
355670,ff34ceef-0597-4b3e-abb0-95faf96df93e
365800,21bd5fa6-7c23-4270-b87e-af04e419f079
519180,7d0a9262-cf64-4af1-a674-d4e8948d8122
336730,7d0a9262-cf64-4af1-a674-d4e8948d8122
259620,1e23ced5-f640-4457-bf0b-643f46c758e1
227240,3a0b3916-5cd7-4d1b-8962-79270ec3b670
414080,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575
425230,1e23ced5-f640-4457-bf0b-643f46c758e1
315850,85c0ac04-9f32-4996-8a0f-c98803bedbd7
42500,85c0ac04-9f32-4996-8a0f-c98803bedbd7
455590,718bcd60-1797-491f-817c-e05572f82b53
476450,7d0a9262-cf64-4af1-a674-d4e8948d8122
263820,7d0a9262-cf64-4af1-a674-d4e8948d8122
263620,85c0ac04-9f32-4996-8a0f-c98803bedbd7
400450,7d0a9262-cf64-4af1-a674-d4e8948d8122
431770,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575
332580,7d0a9262-cf64-4af1-a674-d4e8948d8122
370640,7d0a9262-cf64-4af1-a674-d4e8948d8122
365400,7d0a9262-cf64-4af1-a674-d4e8948d8122
297750,21bd5fa6-7c23-4270-b87e-af04e419f079
420790,85c0ac04-9f32-4996-8a0f-c98803bedbd7
312280,43d85243-a808-4914-aaa6-55cf20a105e8
443750,21bd5fa6-7c23-4270-b87e-af04e419f079
517790,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575
237570,1e23ced5-f640-4457-bf0b-643f46c758e1
242880,85c0ac04-9f32-4996-8a0f-c98803bedbd7
340330,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575
374060,718bcd60-1797-491f-817c-e05572f82b53
322850,21bd5fa6-7c23-4270-b87e-af04e419f079
250700,85c0ac04-9f32-4996-8a0f-c98803bedbd7
398920,ff34ceef-0597-4b3e-abb0-95faf96df93e
429490,718bcd60-1797-491f-817c-e05572f82b53
249610,ff34ceef-0597-4b3e-abb0-95faf96df93e
301250,5bc7529f-715e-40df-8957-00d9331fbe24
23450,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575
383010,85c0ac04-9f32-4996-8a0f-c98803bedbd7
332360,26588482-88c2-4cb5-b7c8-305120273980
496490,26588482-88c2-4cb5-b7c8-305120273980
460650,7d0a9262-cf64-4af1-a674-d4e8948d8122
324110,5bc7529f-715e-40df-8957-00d9331fbe24
248550,718bcd60-1797-491f-817c-e05572f82b53
16620,7d0a9262-cf64-4af1-a674-d4e8948d8122
405440,1e23ced5-f640-4457-bf0b-643f46c758e1
333650,718bcd60-1797-491f-817c-e05572f82b53
42700,85c0ac04-9f32-4996-8a0f-c98803bedbd7
353130,21bd5fa6-7c23-4270-b87e-af04e419f079
455980,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575
317280,718bcd60-1797-491f-817c-e05572f82b53
463240,ff34ceef-0597-4b3e-abb0-95faf96df93e
505210,85c0ac04-9f32-4996-8a0f-c98803bedbd7
510250,ff34ceef-0597-4b3e-abb0-95faf96df93e
394030,85c0ac04-9f32-4996-8a0f-c98803bedbd7
296210,21bd5fa6-7c23-4270-b87e-af04e419f079
332880,85c0ac04-9f32-4996-8a0f-c98803bedbd7
392260,7d0a9262-cf64-4af1-a674-d4e8948d8122
386180,85c0ac04-9f32-4996-8a0f-c98803bedbd7
210170,85c0ac04-9f32-4996-8a0f-c98803bedbd7
425160,7d0a9262-cf64-4af1-a674-d4e8948d8122
428350,7d0a9262-cf64-4af1-a674-d4e8948d8122
241600,7d0a9262-cf64-4af1-a674-d4e8948d8122
391550,7d0a9262-cf64-4af1-a674-d4e8948d8122
263040,7d0a9262-cf64-4af1-a674-d4e8948d8122
391550,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575
301220,718bcd60-1797-491f-817c-e05572f82b53
401120,7d0a9262-cf64-4af1-a674-d4e8948d8122
339470,718bcd60-1797-491f-817c-e05572f82b53
444940,85c0ac04-9f32-4996-8a0f-c98803bedbd7
448080,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575
354950,718bcd60-1797-491f-817c-e05572f82b53
368770,7d0a9262-cf64-4af1-a674-d4e8948d8122
6220,3a36f60e-49ee-496e-8e85-995918d55f4e
334280,7d0a9262-cf64-4af1-a674-d4e8948d8122
312360,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575
291030,7d0a9262-cf64-4af1-a674-d4e8948d8122
270490,7d0a9262-cf64-4af1-a674-d4e8948d8122
386080,7d0a9262-cf64-4af1-a674-d4e8948d8122
330680,85c0ac04-9f32-4996-8a0f-c98803bedbd7
438010,7d0a9262-cf64-4af1-a674-d4e8948d8122
393170,85c0ac04-9f32-4996-8a0f-c98803bedbd7
295250,718bcd60-1797-491f-817c-e05572f82b53
279260,7d0a9262-cf64-4af1-a674-d4e8948d8122
291640,718bcd60-1797-491f-817c-e05572f82b53
486650,718bcd60-1797-491f-817c-e05572f82b53
233720,21bd5fa6-7c23-4270-b87e-af04e419f079
461010,85c0ac04-9f32-4996-8a0f-c98803bedbd7
308440,85c0ac04-9f32-4996-8a0f-c98803bedbd7
352400,718bcd60-1797-491f-817c-e05572f82b53
393240,7d0a9262-cf64-4af1-a674-d4e8948d8122
285070,7d0a9262-cf64-4af1-a674-d4e8948d8122
367050,7d0a9262-cf64-4af1-a674-d4e8948d8122
451990,7d0a9262-cf64-4af1-a674-d4e8948d8122
265810,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575
452340,7d0a9262-cf64-4af1-a674-d4e8948d8122
244730,85c0ac04-9f32-4996-8a0f-c98803bedbd7
346160,7d0a9262-cf64-4af1-a674-d4e8948d8122
293740,7d0a9262-cf64-4af1-a674-d4e8948d8122
403850,5bc7529f-715e-40df-8957-00d9331fbe24
437920,ff34ceef-0597-4b3e-abb0-95faf96df93e
483820,85c0ac04-9f32-4996-8a0f-c98803bedbd7
426560,43d85243-a808-4914-aaa6-55cf20a105e8
331470,ff34ceef-0597-4b3e-abb0-95faf96df93e
46750,7d0a9262-cf64-4af1-a674-d4e8948d8122
461040,ff34ceef-0597-4b3e-abb0-95faf96df93e
294440,7d0a9262-cf64-4af1-a674-d4e8948d8122
263520,ff34ceef-0597-4b3e-abb0-95faf96df93e
449420,718bcd60-1797-491f-817c-e05572f82b53
428750,85c0ac04-9f32-4996-8a0f-c98803bedbd7
406350,21bd5fa6-7c23-4270-b87e-af04e419f079
484950,718bcd60-1797-491f-817c-e05572f82b53
351050,5bc7529f-715e-40df-8957-00d9331fbe24
302570,7d0a9262-cf64-4af1-a674-d4e8948d8122
487160,7d0a9262-cf64-4af1-a674-d4e8948d8122
263280,3a36f60e-49ee-496e-8e85-995918d55f4e
383630,85c0ac04-9f32-4996-8a0f-c98803bedbd7
302710,85c0ac04-9f32-4996-8a0f-c98803bedbd7
339290,7d0a9262-cf64-4af1-a674-d4e8948d8122
397100,21bd5fa6-7c23-4270-b87e-af04e419f079
476920,7d0a9262-cf64-4af1-a674-d4e8948d8122
335090,3a36f60e-49ee-496e-8e85-995918d55f4e
339460,7d0a9262-cf64-4af1-a674-d4e8948d8122
321950,7d0a9262-cf64-4af1-a674-d4e8948d8122
419090,85c0ac04-9f32-4996-8a0f-c98803bedbd7
448230,21bd5fa6-7c23-4270-b87e-af04e419f079
394230,85c0ac04-9f32-4996-8a0f-c98803bedbd7
463850,ff34ceef-0597-4b3e-abb0-95faf96df93e
324120,718bcd60-1797-491f-817c-e05572f82b53
369580,ff34ceef-0597-4b3e-abb0-95faf96df93e
498660,5bc7529f-715e-40df-8957-00d9331fbe24
443330,718bcd60-1797-491f-817c-e05572f82b53
356000,7d0a9262-cf64-4af1-a674-d4e8948d8122
449960,c18ba94a-998a-40c6-a3c6-71390cb3f67c
357830,7d0a9262-cf64-4af1-a674-d4e8948d8122
358080,1e23ced5-f640-4457-bf0b-643f46c758e1
302490,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575
298820,1e23ced5-f640-4457-bf0b-643f46c758e1
377860,85c0ac04-9f32-4996-8a0f-c98803bedbd7
422940,7d0a9262-cf64-4af1-a674-d4e8948d8122
71000,21bd5fa6-7c23-4270-b87e-af04e419f079
317330,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575
